date,state,district,pincode,bio_age_5_17,bio_age_17_
19-09-2025,Jharkhand,Sahebganj,816102,32,27
19-09-2025,Jharkhand,Sahebganj,816116,18,15
19-09-2025,Jharkhand,Sahibganj,816101,0,11
19-09-2025,Jharkhand,Seraikela-Kharsawan,831013,7,4
19-09-2025,Jharkhand,Seraikela-Kharsawan,832108,6,4
19-09-2025,Jharkhand,Seraikela-Kharsawan,832401,20,29
19-09-2025,Jharkhand,Seraikela-Kharsawan,832403,6,14
19-09-2025,Jharkhand,Seraikela-Kharsawan,833219,10,4
19-09-2025,Jharkhand,Seraikela-kharsawan,832401,1,25
19-09-2025,Jharkhand,Seraikela-kharsawan,832404,4,18
19-09-2025,Jharkhand,Seraikela-kharsawan,833220,2,10
19-09-2025,Jharkhand,Simdega,835212,7,39
19-09-2025,Jharkhand,Simdega,835226,15,46
19-09-2025,Jharkhand,West Singhbhum,833105,9,31
19-09-2025,Karnataka,Bagalkot,587103,9,6
19-09-2025,Karnataka,Bagalkot,587113,8,12
19-09-2025,Karnataka,Bagalkot,587116,7,11
19-09-2025,Karnataka,Bagalkot,587204,4,5
19-09-2025,Karnataka,Bagalkot,587301,29,20
19-09-2025,Karnataka,Bagalkot,587313,23,23
19-09-2025,Karnataka,Bagalkot,587315,7,12
19-09-2025,Karnataka,Bagalkot,587316,1,0
19-09-2025,Karnataka,Bagalkot *,587101,3,2
19-09-2025,Karnataka,Bagalkot *,587103,1,0
19-09-2025,Karnataka,Bagalkot *,587201,0,1
19-09-2025,Karnataka,Ballari,583112,2,1
19-09-2025,Karnataka,Ballari,583115,4,1
19-09-2025,Karnataka,Ballari,583129,1,0
19-09-2025,Karnataka,Ballari,583217,2,3
19-09-2025,Karnataka,Ballari,583220,1,0
19-09-2025,Karnataka,Ballari,583221,2,1
19-09-2025,Karnataka,Ballari,583224,2,0
19-09-2025,Karnataka,Bangalore,560003,1,6
19-09-2025,Karnataka,Bangalore,560011,1,6
19-09-2025,Karnataka,Bangalore,560013,0,2
19-09-2025,Karnataka,Bangalore,560017,6,11
19-09-2025,Karnataka,Bangalore,560061,4,3
19-09-2025,Karnataka,Bangalore,560068,7,18
19-09-2025,Karnataka,Bangalore,560078,2,16
19-09-2025,Karnataka,Bangalore,560080,0,2
19-09-2025,Karnataka,Bangalore,560085,2,15
19-09-2025,Karnataka,Bangalore,560093,0,4
19-09-2025,Karnataka,Bangalore,560100,1,12
19-09-2025,Karnataka,Bangalore Rural,560049,1,0
19-09-2025,Karnataka,Bangalore Rural,561205,8,3
19-09-2025,Karnataka,Bangalore Rural,562122,3,8
19-09-2025,Karnataka,Bangalore Rural,562123,8,7
19-09-2025,Karnataka,Bangalore Rural,562129,4,4
19-09-2025,Karnataka,Belagavi,590006,3,0
19-09-2025,Karnataka,Belagavi,590010,7,0
19-09-2025,Karnataka,Belagavi,591101,2,1
19-09-2025,Karnataka,Belagavi,591104,2,1
19-09-2025,Karnataka,Belagavi,591108,4,2
19-09-2025,Karnataka,Belagavi,591117,7,3
19-09-2025,Karnataka,Belagavi,591120,5,2
19-09-2025,Karnataka,Belagavi,591123,4,1
19-09-2025,Karnataka,Belagavi,591126,8,3
19-09-2025,Karnataka,Belagavi,591215,3,2
19-09-2025,Karnataka,Belagavi,591224,8,3
19-09-2025,Karnataka,Belagavi,591230,3,0
19-09-2025,Karnataka,Belagavi,591239,2,0
19-09-2025,Karnataka,Belagavi,591247,0,1
19-09-2025,Karnataka,Belagavi,591254,1,0
19-09-2025,Karnataka,Belagavi,591305,1,0
19-09-2025,Karnataka,Belagavi,591308,1,0
19-09-2025,Karnataka,Belagavi,591310,2,0
19-09-2025,Karnataka,Belgaum,590003,4,5
19-09-2025,Karnataka,Belgaum,591102,6,4
19-09-2025,Karnataka,Belgaum,591128,0,2
19-09-2025,Karnataka,Belgaum,591136,1,1
19-09-2025,Karnataka,Belgaum,591147,0,1
19-09-2025,Karnataka,Belgaum,591212,3,4
19-09-2025,Karnataka,Belgaum,591220,7,7
19-09-2025,Karnataka,Belgaum,591221,3,8
19-09-2025,Karnataka,Belgaum,591223,1,0
19-09-2025,Karnataka,Belgaum,591226,0,2
19-09-2025,Karnataka,Belgaum,591230,3,2
19-09-2025,Karnataka,Belgaum,591239,1,2
19-09-2025,Karnataka,Belgaum,591254,3,2
19-09-2025,Karnataka,Belgaum,591302,10,9
19-09-2025,Karnataka,Belgaum,591303,1,2
19-09-2025,Karnataka,Belgaum,591307,6,6
19-09-2025,Karnataka,Belgaum,591309,7,6
19-09-2025,Karnataka,Belgaum,591311,2,3
19-09-2025,Karnataka,Belgaum,591312,1,5
19-09-2025,Karnataka,Bellary,583112,1,0
19-09-2025,Karnataka,Bellary,583121,6,13
19-09-2025,Karnataka,Bellary,583122,4,2
19-09-2025,Karnataka,Bellary,583201,11,20
19-09-2025,Karnataka,Bellary,583239,1,1
19-09-2025,Karnataka,Bengaluru,560008,5,7
19-09-2025,Karnataka,Bengaluru,560013,0,2
19-09-2025,Karnataka,Bengaluru,560024,2,3
19-09-2025,Karnataka,Bengaluru,560039,1,2
19-09-2025,Karnataka,Bengaluru,560045,10,21
19-09-2025,Karnataka,Bengaluru,560046,2,1
19-09-2025,Karnataka,Bengaluru,560050,4,6
19-09-2025,Karnataka,Bengaluru,560054,6,6
19-09-2025,Karnataka,Bengaluru,560056,6,3
19-09-2025,Karnataka,Bengaluru,560059,1,4
19-09-2025,Karnataka,Bengaluru,560060,12,12
19-09-2025,Karnataka,Bengaluru,560061,12,12
19-09-2025,Karnataka,Bengaluru,560062,5,2
19-09-2025,Karnataka,Bengaluru,560068,9,24
19-09-2025,Karnataka,Bengaluru,560077,1,12
19-09-2025,Karnataka,Bengaluru,560079,12,20
19-09-2025,Karnataka,Bengaluru,560092,3,3
19-09-2025,Karnataka,Bengaluru,560093,4,4
19-09-2025,Karnataka,Bengaluru,560098,4,7
19-09-2025,Karnataka,Bengaluru,560110,1,0
19-09-2025,Karnataka,Bengaluru,560111,1,0
19-09-2025,Karnataka,Bidar,585227,7,16
19-09-2025,Karnataka,Bidar,585329,6,4
19-09-2025,Karnataka,Bidar,585411,10,13
19-09-2025,Karnataka,Bidar,585413,16,8
19-09-2025,Karnataka,Bidar,585416,8,17
19-09-2025,Karnataka,Bidar,585419,8,9
19-09-2025,Karnataka,Bidar,585437,9,7
19-09-2025,Karnataka,Bijapur,586114,1,0
19-09-2025,Karnataka,Bijapur,586120,4,0
19-09-2025,Karnataka,Bijapur,586122,0,3
19-09-2025,Karnataka,Bijapur,586125,1,6
19-09-2025,Karnataka,Bijapur,586130,1,3
19-09-2025,Karnataka,Bijapur,586201,0,4
19-09-2025,Karnataka,Bijapur,586217,5,10
19-09-2025,Karnataka,Bijapur,586245,2,6
19-09-2025,Karnataka,Chamarajanagar,571115,1,1
19-09-2025,Karnataka,Chamarajanagar,571342,0,3
19-09-2025,Karnataka,Chamrajanagar,571128,2,3
19-09-2025,Karnataka,Chamrajanagar,571312,0,1
19-09-2025,Karnataka,Chamrajanagar,571439,9,5
19-09-2025,Karnataka,Chamrajnagar,571109,0,1
19-09-2025,Karnataka,Chamrajnagar,571115,0,1
19-09-2025,Karnataka,Chamrajnagar,571313,1,3
19-09-2025,Karnataka,Chamrajnagar,571444,0,1
19-09-2025,Karnataka,Chickmagalur,577116,2,4
19-09-2025,Karnataka,Chickmagalur,577122,1,1
19-09-2025,Karnataka,Chickmagalur,577138,0,4
19-09-2025,Karnataka,Chickmagalur,577140,0,2
19-09-2025,Karnataka,Chickmagalur,577168,0,2
19-09-2025,Karnataka,Chickmagalur,577547,0,2
19-09-2025,Karnataka,Chikkaballapur,561208,4,2
19-09-2025,Karnataka,Chikkaballapur,561213,4,2
19-09-2025,Karnataka,Chikkaballapur,561228,1,3
19-09-2025,Karnataka,Chikkaballapur,562103,0,3
19-09-2025,Karnataka,Chikkaballapur,562104,4,8
19-09-2025,Karnataka,Chikkamagaluru,577101,3,0
19-09-2025,Karnataka,Chikkamagaluru,577112,0,1
19-09-2025,Karnataka,Chikkamagaluru,577135,2,0
19-09-2025,Karnataka,Chikkamagaluru,577144,0,1
19-09-2025,Karnataka,Chikkamagaluru,577160,1,0
19-09-2025,Karnataka,Chikkamagaluru,577180,2,0
19-09-2025,Karnataka,Chikkamagaluru,577182,1,1
19-09-2025,Karnataka,Chikmagalur,577547,1,0
19-09-2025,Karnataka,Chitradurga,577520,2,1
19-09-2025,Karnataka,Chitradurga,577537,0,6
19-09-2025,Karnataka,Chitradurga,577538,1,1
19-09-2025,Karnataka,Chitradurga,577539,1,0
19-09-2025,Karnataka,Dakshina Kannada,574109,0,1
19-09-2025,Karnataka,Dakshina Kannada,574153,4,3
19-09-2025,Karnataka,Dakshina Kannada,574211,2,7
19-09-2025,Karnataka,Dakshina Kannada,574214,6,12
19-09-2025,Karnataka,Dakshina Kannada,574222,2,3
19-09-2025,Karnataka,Dakshina Kannada,574224,1,2
19-09-2025,Karnataka,Dakshina Kannada,574225,1,2
19-09-2025,Karnataka,Dakshina Kannada,574226,1,0
19-09-2025,Karnataka,Dakshina Kannada,574227,2,2
19-09-2025,Karnataka,Dakshina Kannada,574229,1,0
19-09-2025,Karnataka,Dakshina Kannada,574241,7,3
19-09-2025,Karnataka,Dakshina Kannada,574243,2,1
19-09-2025,Karnataka,Dakshina Kannada,574259,2,0
19-09-2025,Karnataka,Dakshina Kannada,574285,1,1
19-09-2025,Karnataka,Dakshina Kannada,574325,1,0
19-09-2025,Karnataka,Dakshina Kannada,575004,3,2
19-09-2025,Karnataka,Davanagere,577005,1,2
19-09-2025,Karnataka,Davanagere,577218,0,2
19-09-2025,Karnataka,Davanagere,577566,0,1
19-09-2025,Karnataka,Davanagere,577589,0,1
19-09-2025,Karnataka,Davanagere,583125,0,1
19-09-2025,Karnataka,Davanagere,583134,0,1
19-09-2025,Karnataka,Davangere,577001,30,68
19-09-2025,Karnataka,Davangere,577004,12,22
19-09-2025,Karnataka,Davangere,577215,3,7
19-09-2025,Karnataka,Davangere,577217,11,3
19-09-2025,Karnataka,Davangere,577225,0,2
19-09-2025,Karnataka,Davangere,577513,4,3
19-09-2025,Karnataka,Davangere,577530,11,8
19-09-2025,Karnataka,Davangere,577553,1,4
19-09-2025,Karnataka,Davangere,583131,8,10
19-09-2025,Karnataka,Davangere,583134,2,0
19-09-2025,Karnataka,Davangere,583137,7,1
19-09-2025,Karnataka,Dharwad,580001,11,9
19-09-2025,Karnataka,Dharwad,580002,0,1
19-09-2025,Karnataka,Dharwad,580007,3,20
19-09-2025,Karnataka,Dharwad,580011,4,7
19-09-2025,Karnataka,Dharwad,580025,3,4
19-09-2025,Karnataka,Dharwad,580112,0,5
19-09-2025,Karnataka,Dharwad,581103,8,2
19-09-2025,Karnataka,Gadag,582102,6,14
19-09-2025,Karnataka,Gadag,582103,7,5
19-09-2025,Karnataka,Gadag,582113,0,2
19-09-2025,Karnataka,Gadag,582118,2,1
19-09-2025,Karnataka,Gadag,582210,0,1
19-09-2025,Karnataka,Gadag *,582101,0,2
19-09-2025,Karnataka,Gulbarga,585101,5,3
19-09-2025,Karnataka,Gulbarga,585104,8,25
19-09-2025,Karnataka,Gulbarga,585211,6,7
19-09-2025,Karnataka,Gulbarga,585236,0,1
19-09-2025,Karnataka,Gulbarga,585301,7,8
19-09-2025,Karnataka,Gulbarga,585306,2,4
19-09-2025,Karnataka,Gulbarga,585316,5,7
19-09-2025,Karnataka,Gulbarga,585318,2,3
19-09-2025,Karnataka,Hasan,573102,1,3
19-09-2025,Karnataka,Hasan,573116,0,3
19-09-2025,Karnataka,Hasan,573119,0,2
19-09-2025,Karnataka,Hasan,573135,0,1
19-09-2025,Karnataka,Hasan,573142,0,3
19-09-2025,Karnataka,Hasan,573214,0,3
19-09-2025,Karnataka,Hasan,573217,1,2
19-09-2025,Karnataka,Hassan,573112,2,1
19-09-2025,Karnataka,Hassan,573116,8,3
19-09-2025,Karnataka,Hassan,573118,1,1
19-09-2025,Karnataka,Hassan,573128,0,1
19-09-2025,Karnataka,Hassan,573129,1,1
19-09-2025,Karnataka,Hassan,573135,2,1
19-09-2025,Karnataka,Hassan,573137,0,2
19-09-2025,Karnataka,Haveri,581108,6,2
19-09-2025,Karnataka,Haveri,581109,4,9
19-09-2025,Karnataka,Haveri,581119,2,6
19-09-2025,Karnataka,Haveri,581128,3,2
19-09-2025,Karnataka,Haveri,581211,1,4
19-09-2025,Karnataka,Haveri *,581104,2,2
19-09-2025,Karnataka,Kalaburagi,585101,9,3
19-09-2025,Karnataka,Kalaburagi,585102,11,7
19-09-2025,Karnataka,Kalaburagi,585106,2,0
19-09-2025,Karnataka,Kalaburagi,585305,0,2
19-09-2025,Karnataka,Kalaburagi,585322,5,2
19-09-2025,Karnataka,Kalaburagi,585325,7,3
19-09-2025,Karnataka,Kodagu,571216,1,0
19-09-2025,Karnataka,Kodagu,571234,1,1
19-09-2025,Karnataka,Kodagu,571253,0,6
19-09-2025,Karnataka,Kodagu,571254,1,0
19-09-2025,Karnataka,Kolar,563129,1,4
19-09-2025,Karnataka,Kolar,563160,5,1
19-09-2025,Karnataka,Koppal,583230,4,13
19-09-2025,Karnataka,Koppal,583237,13,21
19-09-2025,Karnataka,Koppal,583278,2,7
19-09-2025,Karnataka,Koppal,583280,6,16
19-09-2025,Karnataka,Koppal,584130,1,2
19-09-2025,Karnataka,Koppal,584131,0,2
19-09-2025,Karnataka,Mandya,571401,3,6
19-09-2025,Karnataka,Mandya,571404,0,1
19-09-2025,Karnataka,Mandya,571415,0,1
19-09-2025,Karnataka,Mandya,571422,2,8
19-09-2025,Karnataka,Mandya,571433,1,6
19-09-2025,Karnataka,Mandya,571463,1,3
19-09-2025,Karnataka,Mandya,571607,0,1
19-09-2025,Karnataka,Mysore,570004,0,4
19-09-2025,Karnataka,Mysore,570011,1,3
19-09-2025,Karnataka,Mysore,570014,0,1
19-09-2025,Karnataka,Mysore,570018,0,3
19-09-2025,Karnataka,Mysore,570019,12,4
19-09-2025,Karnataka,Mysore,570026,0,6
19-09-2025,Karnataka,Mysore,571101,2,9
19-09-2025,Karnataka,Mysore,571114,3,5
19-09-2025,Karnataka,Mysore,571118,2,3
19-09-2025,Karnataka,Mysore,571121,2,2
19-09-2025,Karnataka,Mysore,571189,0,3
19-09-2025,Karnataka,Mysore,571603,2,0
19-09-2025,Karnataka,Mysore,571604,0,3
19-09-2025,Karnataka,Mysore,571608,0,1
19-09-2025,Karnataka,Mysuru,570002,2,0
19-09-2025,Karnataka,Mysuru,570007,6,3
19-09-2025,Karnataka,Mysuru,570022,2,1
19-09-2025,Karnataka,Mysuru,570032,0,1
19-09-2025,Karnataka,Mysuru,571105,2,2
19-09-2025,Karnataka,Mysuru,571122,2,0
19-09-2025,Karnataka,Mysuru,571130,2,0
19-09-2025,Karnataka,Mysuru,571601,0,1
19-09-2025,Karnataka,Raichur,584101,16,23
19-09-2025,Karnataka,Raichur,584122,22,18
19-09-2025,Karnataka,Raichur,584126,7,9
19-09-2025,Karnataka,Raichur,584136,2,1
19-09-2025,Karnataka,Ramanagar,561101,3,5
19-09-2025,Karnataka,Ramanagar,562128,4,3
19-09-2025,Karnataka,Shimoga,577115,0,1
19-09-2025,Karnataka,Shimoga,577229,0,1
19-09-2025,Karnataka,Shimoga,577233,0,5
19-09-2025,Karnataka,Shimoga,577302,0,2
19-09-2025,Karnataka,Shimoga,577401,1,2
19-09-2025,Karnataka,Shimoga,577428,6,13
19-09-2025,Karnataka,Shimoga,577429,0,1
19-09-2025,Karnataka,Shimoga,577450,0,3
19-09-2025,Karnataka,Shivamogga,577229,4,0
19-09-2025,Karnataka,Shivamogga,577413,3,2
19-09-2025,Karnataka,Shivamogga,577422,2,0
19-09-2025,Karnataka,Shivamogga,577426,5,0
19-09-2025,Karnataka,Shivamogga,577431,1,0
19-09-2025,Karnataka,Shivamogga,577432,1,3
19-09-2025,Karnataka,Shivamogga,577433,2,1
19-09-2025,Karnataka,Shivamogga,577450,3,0
19-09-2025,Karnataka,Shivamogga,577451,1,0
19-09-2025,Karnataka,Tumakuru,572102,1,7
19-09-2025,Karnataka,Tumakuru,572114,3,0
19-09-2025,Karnataka,Tumakuru,572136,2,0
19-09-2025,Karnataka,Tumakuru,572140,1,4
19-09-2025,Karnataka,Tumakuru,572142,3,0
19-09-2025,Karnataka,Tumakuru,572175,0,1
19-09-2025,Karnataka,Tumakuru,572222,2,0
19-09-2025,Karnataka,Tumkur,572111,0,2
19-09-2025,Karnataka,Tumkur,572113,2,6
19-09-2025,Karnataka,Tumkur,572118,0,2
19-09-2025,Karnataka,Tumkur,572121,1,5
19-09-2025,Karnataka,Tumkur,572127,0,3
19-09-2025,Karnataka,Tumkur,572129,2,14
19-09-2025,Karnataka,Tumkur,572136,1,1
19-09-2025,Karnataka,Tumkur,572139,1,7
19-09-2025,Karnataka,Tumkur,572140,0,4
19-09-2025,Karnataka,Tumkur,572141,0,2
19-09-2025,Karnataka,Tumkur,572175,1,1
19-09-2025,Karnataka,Udupi,574105,0,1
19-09-2025,Karnataka,Udupi,574115,2,1
19-09-2025,Karnataka,Udupi,574116,5,3
19-09-2025,Karnataka,Udupi,574118,3,1
19-09-2025,Karnataka,Udupi,574122,3,8
19-09-2025,Karnataka,Udupi,576102,1,1
19-09-2025,Karnataka,Udupi,576103,0,1
19-09-2025,Karnataka,Udupi,576112,1,1
19-09-2025,Karnataka,Udupi,576115,1,4
19-09-2025,Karnataka,Udupi,576201,3,5
19-09-2025,Karnataka,Udupi,576213,1,2
19-09-2025,Karnataka,Udupi,576216,5,1
19-09-2025,Karnataka,Udupi,576219,1,0
19-09-2025,Karnataka,Udupi,576224,2,0
19-09-2025,Karnataka,Udupi,576228,0,2
19-09-2025,Karnataka,Udupi,576230,3,3
19-09-2025,Karnataka,Udupi,576235,3,1
19-09-2025,Karnataka,Uttara Kannada,581129,1,0
19-09-2025,Karnataka,Uttara Kannada,581303,2,0
19-09-2025,Karnataka,Uttara Kannada,581326,0,1
19-09-2025,Karnataka,Uttara Kannada,581334,2,3
19-09-2025,Karnataka,Uttara Kannada,581350,2,1
19-09-2025,Karnataka,Uttara Kannada,581358,1,0
19-09-2025,Karnataka,Uttara Kannada,581361,2,0
19-09-2025,Karnataka,Vijayanagara,583135,2,1
19-09-2025,Karnataka,Vijayanagara,583201,1,5
19-09-2025,Karnataka,Vijayanagara,583212,1,1
19-09-2025,Karnataka,Vijayanagara,583218,1,5
19-09-2025,Karnataka,Vijayanagara,583221,1,1
19-09-2025,Karnataka,Vijayapura,586102,2,1
19-09-2025,Karnataka,Vijayapura,586109,4,0
19-09-2025,Karnataka,Vijayapura,586117,6,2
19-09-2025,Karnataka,Vijayapura,586130,1,2
19-09-2025,Karnataka,Vijayapura,586201,2,2
19-09-2025,Karnataka,Vijayapura,586207,2,1
19-09-2025,Karnataka,Vijayapura,586217,13,2
19-09-2025,Karnataka,Vijayapura,586245,2,3
19-09-2025,Karnataka,Yadgir,585214,11,4
19-09-2025,Karnataka,Yadgir,585218,1,2
19-09-2025,Karnataka,Yadgir,585220,1,3
19-09-2025,Karnataka,Yadgir,585291,4,8
19-09-2025,Karnataka,Yadgir,585321,17,23
19-09-2025,Kerala,Alappuzha,688002,1,6
19-09-2025,Kerala,Alappuzha,688501,1,1
19-09-2025,Kerala,Alappuzha,688505,1,1
19-09-2025,Kerala,Alappuzha,688526,7,5
19-09-2025,Kerala,Alappuzha,688528,1,1
19-09-2025,Kerala,Alappuzha,688531,0,1
19-09-2025,Kerala,Alappuzha,688537,3,6
19-09-2025,Kerala,Alappuzha,688582,2,0
19-09-2025,Kerala,Alappuzha,689109,0,2
19-09-2025,Kerala,Alappuzha,689511,0,3
19-09-2025,Kerala,Alappuzha,689521,2,3
19-09-2025,Kerala,Alappuzha,689622,0,5
19-09-2025,Kerala,Alappuzha,690103,1,3
19-09-2025,Kerala,Alappuzha,690106,1,2
19-09-2025,Kerala,Alappuzha,690506,0,12
19-09-2025,Kerala,Alappuzha,690508,2,1
19-09-2025,Kerala,Alappuzha,690509,0,4
19-09-2025,Kerala,Ernakulam,682013,1,1
19-09-2025,Kerala,Ernakulam,682027,1,5
19-09-2025,Kerala,Ernakulam,682303,0,1
19-09-2025,Kerala,Ernakulam,682306,0,1
19-09-2025,Kerala,Ernakulam,682501,0,2
19-09-2025,Kerala,Ernakulam,682504,4,2
19-09-2025,Kerala,Ernakulam,682506,0,2
19-09-2025,Kerala,Ernakulam,682508,1,2
19-09-2025,Kerala,Ernakulam,683110,1,2
19-09-2025,Kerala,Ernakulam,683501,3,5
19-09-2025,Kerala,Ernakulam,683515,4,2
19-09-2025,Kerala,Ernakulam,683517,4,5
19-09-2025,Kerala,Ernakulam,683519,1,1
19-09-2025,Kerala,Ernakulam,683547,0,3
19-09-2025,Kerala,Ernakulam,683556,1,4
19-09-2025,Kerala,Ernakulam,683561,3,3
19-09-2025,Kerala,Ernakulam,683562,0,3
19-09-2025,Kerala,Ernakulam,683572,8,13
19-09-2025,Kerala,Ernakulam,683574,3,7
19-09-2025,Kerala,Ernakulam,683577,2,3
19-09-2025,Kerala,Ernakulam,683585,1,0
19-09-2025,Kerala,Ernakulam,683594,0,3
19-09-2025,Kerala,Ernakulam,686662,1,4
19-09-2025,Kerala,Ernakulam,686673,4,6
19-09-2025,Kerala,Idukki,685508,0,1
19-09-2025,Kerala,Idukki,685509,2,5
19-09-2025,Kerala,Idukki,685511,4,8
19-09-2025,Kerala,Idukki,685514,4,2
19-09-2025,Kerala,Idukki,685533,4,7
19-09-2025,Kerala,Idukki,685535,1,2
19-09-2025,Kerala,Idukki,685608,3,4
19-09-2025,Kerala,Idukki,685609,1,0
19-09-2025,Kerala,Idukki,685613,1,0
19-09-2025,Kerala,Kannur,670005,2,1
19-09-2025,Kerala,Kannur,670009,3,15
19-09-2025,Kerala,Kannur,670101,2,2
19-09-2025,Kerala,Kannur,670102,4,4
19-09-2025,Kerala,Kannur,670103,2,1
19-09-2025,Kerala,Kannur,670104,0,1
19-09-2025,Kerala,Kannur,670141,2,13
19-09-2025,Kerala,Kannur,670306,4,35
19-09-2025,Kerala,Kannur,670325,1,0
19-09-2025,Kerala,Kannur,670353,0,2
19-09-2025,Kerala,Kannur,670592,2,6
19-09-2025,Kerala,Kannur,670593,3,7
19-09-2025,Kerala,Kannur,670602,0,2
19-09-2025,Kerala,Kannur,670612,3,1
19-09-2025,Kerala,Kannur,670613,1,6
19-09-2025,Kerala,Kannur,670621,4,1
19-09-2025,Kerala,Kannur,670631,5,3
19-09-2025,Kerala,Kannur,670633,1,1
19-09-2025,Kerala,Kannur,670663,0,4
19-09-2025,Kerala,Kannur,670675,3,0
19-09-2025,Kerala,Kannur,670691,2,4
19-09-2025,Kerala,Kannur,670705,5,6
19-09-2025,Kerala,Kasaragod,671123,13,3
19-09-2025,Kerala,Kasaragod,671315,2,0
19-09-2025,Kerala,Kasaragod,671317,4,6
19-09-2025,Kerala,Kasaragod,671318,1,3
19-09-2025,Kerala,Kasaragod,671326,1,1
19-09-2025,Kerala,Kasaragod,671551,0,9
19-09-2025,Kerala,Kasargod,671310,0,1
19-09-2025,Kerala,Kollam,690522,2,5
19-09-2025,Kerala,Kollam,690542,0,2
19-09-2025,Kerala,Kollam,690561,2,9
19-09-2025,Kerala,Kollam,691002,1,2
19-09-2025,Kerala,Kollam,691010,1,3
19-09-2025,Kerala,Kollam,691012,5,1
19-09-2025,Kerala,Kollam,691015,1,0
19-09-2025,Kerala,Kollam,691319,0,1
19-09-2025,Kerala,Kollam,691333,6,5
19-09-2025,Kerala,Kollam,691500,0,2
19-09-2025,Kerala,Kollam,691504,1,1
19-09-2025,Kerala,Kollam,691515,2,2
19-09-2025,Kerala,Kollam,691522,1,7
19-09-2025,Kerala,Kollam,691535,0,1
19-09-2025,Kerala,Kollam,691541,3,8
19-09-2025,Kerala,Kollam,691556,0,1
19-09-2025,Kerala,Kollam,691559,3,5
19-09-2025,Kerala,Kollam,691574,4,6
19-09-2025,Kerala,Kollam,691578,3,5
19-09-2025,Kerala,Kollam,691581,1,2
19-09-2025,Kerala,Kottayam,686002,0,1
19-09-2025,Kerala,Kottayam,686004,2,2
19-09-2025,Kerala,Kottayam,686006,0,1
19-09-2025,Kerala,Kottayam,686010,0,4
19-09-2025,Kerala,Kottayam,686019,0,3
19-09-2025,Kerala,Kottayam,686142,0,2
19-09-2025,Kerala,Kottayam,686533,2,5
19-09-2025,Kerala,Kottayam,686540,1,5
19-09-2025,Kerala,Kottayam,686545,0,1
19-09-2025,Kerala,Kottayam,686563,1,3
19-09-2025,Kerala,Kottayam,686572,0,2
19-09-2025,Kerala,Kottayam,686573,1,2
19-09-2025,Kerala,Kottayam,686583,1,0
19-09-2025,Kerala,Kottayam,686586,1,1
19-09-2025,Kerala,Kottayam,686604,0,2
19-09-2025,Kerala,Kottayam,686631,0,1
19-09-2025,Kerala,Kottayam,686632,0,3
19-09-2025,Kerala,Kottayam,686652,1,0
19-09-2025,Kerala,Kozhikode,673003,1,10
19-09-2025,Kerala,Kozhikode,673004,1,3
19-09-2025,Kerala,Kozhikode,673005,0,3
19-09-2025,Kerala,Kozhikode,673010,2,7
19-09-2025,Kerala,Kozhikode,673106,3,4
