date,state,district,pincode,bio_age_5_17,bio_age_17_
01-03-2025,Tamil Nadu,Coimbatore,641008,324,624
01-03-2025,Tamil Nadu,Ariyalur,621707,257,1779
01-03-2025,Jammu and Kashmir,Badgam,191113,91,276
01-03-2025,Maharashtra,Ahmadnagar,413703,55,359
01-03-2025,Madhya Pradesh,Bhind,477555,229,171
01-03-2025,Andhra Pradesh,Alluri Sitharama Raju,531149,40,82
01-03-2025,Kerala,Alappuzha,688002,42,79
01-03-2025,Andhra Pradesh,N. T. R,520010,18,62
01-03-2025,Bihar,Rohtas,821108,151,263
01-03-2025,Pondicherry,Pondicherry,605501,14,98
01-03-2025,Odisha,Balangir,767025,268,644
01-03-2025,Gujarat,Junagadh,362030,65,82
01-03-2025,Andhra Pradesh,Warangal,506167,60,133
01-03-2025,Karnataka,Uttara Kannada,581337,26,7
01-03-2025,Madhya Pradesh,Chhindwara,480554,33,53
01-03-2025,Tamil Nadu,Ramanathapuram,623529,70,62
01-03-2025,Tamil Nadu,Viluppuram,606202,71,146
01-03-2025,Pondicherry,Pondicherry,607402,27,257
01-03-2025,Assam,Nalbari,781338,58,7
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224210,70,62
01-03-2025,West Bengal,North 24 Parganas,743270,55,55
01-03-2025,Kerala,Palakkad,678103,41,53
01-03-2025,Telangana,Hyderabad,500082,53,59
01-03-2025,Nagaland,Kohima,797001,116,715
01-03-2025,Karnataka,Udupi,576229,24,20
01-03-2025,Tamil Nadu,Ramanathapuram,623315,19,43
01-03-2025,Uttarakhand,Tehri Garhwal,249130,32,45
01-03-2025,Jammu and Kashmir,Udhampur,184121,17,27
01-03-2025,Punjab,Rupnagar,140413,10,15
01-03-2025,Rajasthan,Sawai Madhopur,322204,12,14
01-03-2025,Uttarakhand,Nainital,263158,17,18
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515286,10,5
01-03-2025,Uttar Pradesh,Moradabad,244001,5928,3483
01-03-2025,Jharkhand,Giridih,815316,471,712
01-03-2025,Andhra Pradesh,East Godavari,507129,177,274
01-03-2025,Maharashtra,Pune,412408,105,77
01-03-2025,Maharashtra,Gondiya,441916,414,373
01-03-2025,Punjab,Ferozepur,142052,171,665
01-03-2025,Bihar,Muzaffarpur,843115,418,401
01-03-2025,Madhya Pradesh,Indore,452006,353,272
01-03-2025,Andhra Pradesh,Anantapur,515511,21,54
01-03-2025,Madhya Pradesh,Raisen,462046,274,388
01-03-2025,Rajasthan,Bhilwara,311201,147,303
01-03-2025,Telangana,Vikarabad,501202,50,33
01-03-2025,Gujarat,Kachchh,370475,127,57
01-03-2025,Tamil Nadu,Kanniyakumari,629161,82,316
01-03-2025,Haryana,Jhajjar,124501,76,144
01-03-2025,Andhra Pradesh,Srikakulam,532264,340,109
01-03-2025,Gujarat,Kachchh,370450,164,66
01-03-2025,Andhra Pradesh,Cuddapah,516105,108,68
01-03-2025,Himachal Pradesh,Shimla,171018,33,37
01-03-2025,Andhra Pradesh,Kurnool,518196,46,27
01-03-2025,Andhra Pradesh,West Godavari,534432,36,39
01-03-2025,West Bengal,Murshidabad,742159,105,135
01-03-2025,Telangana,Khammam,507158,59,58
01-03-2025,Kerala,Idukki,685533,94,218
01-03-2025,Kerala,Kannur,670309,38,56
01-03-2025,Uttar Pradesh,Lucknow,226011,165,154
01-03-2025,Tamil Nadu,Dindigul,624216,15,30
01-03-2025,Jammu and Kashmir,Kargil,194109,26,22
01-03-2025,Telangana,Adilabad,504313,24,17
01-03-2025,Punjab,SAS Nagar (Mohali),140501,357,461
01-03-2025,Punjab,Shaheed Bhagat Singh Nagar,144422,24,46
01-03-2025,Maharashtra,Yavatmal,445102,540,1711
01-03-2025,West Bengal,Nadia,741156,194,373
01-03-2025,Gujarat,Gandhinagar,382835,67,170
01-03-2025,Chhattisgarh,Raipur,493116,93,881
01-03-2025,Kerala,Palakkad,678007,64,104
01-03-2025,Andhra Pradesh,Chittoor,517113,31,31
01-03-2025,Maharashtra,Nagpur,440014,186,589
01-03-2025,Odisha,Boudh,762014,145,328
01-03-2025,Uttar Pradesh,Chitrakoot,210205,1041,617
01-03-2025,Bihar,Gopalganj,841405,506,759
01-03-2025,Uttar Pradesh,Ballia,277401,164,189
01-03-2025,Punjab,Jalandhar,144020,70,227
01-03-2025,Tamil Nadu,Tiruchirappalli,621003,123,140
01-03-2025,Bihar,Patna,804453,541,1178
01-03-2025,Maharashtra,Dhule,424001,395,1031
01-03-2025,Uttar Pradesh,Auraiya,206121,658,143
01-03-2025,Haryana,Mewat,122108,464,478
01-03-2025,Karnataka,Chamrajanagar,571444,182,140
01-03-2025,Rajasthan,Barmer,344501,217,192
01-03-2025,Karnataka,Bengaluru,560047,182,303
01-03-2025,Telangana,Medak,502125,33,29
01-03-2025,Odisha,Kendrapara,754248,109,183
01-03-2025,Chhattisgarh,Balrampur,497118,110,276
01-03-2025,Andhra Pradesh,Guntur,522004,285,347
01-03-2025,Gujarat,Dahod,389130,325,389
01-03-2025,Punjab,Moga,142056,91,233
01-03-2025,Orissa,Ganjam,761026,25,92
01-03-2025,Odisha,Kalahandi,766100,188,274
01-03-2025,Kerala,Thiruvananthapuram,695146,36,41
01-03-2025,Uttar Pradesh,Basti,272171,123,91
01-03-2025,Telangana,Medchal-malkajgiri,500087,42,136
01-03-2025,Tamil Nadu,Cuddalore,608102,130,94
01-03-2025,Gujarat,Devbhumi Dwarka,360515,30,16
01-03-2025,Rajasthan,Bikaner,334003,43,109
01-03-2025,Kerala,Kannur,670358,10,6
01-03-2025,Kerala,Palakkad,679504,16,30
01-03-2025,Tamil Nadu,Nagapattinam,609404,37,73
01-03-2025,Karnataka,Uttara Kannada,581301,30,32
01-03-2025,Kerala,Pathanamthitta,689104,12,40
01-03-2025,Manipur,Imphal West,795140,36,28
01-03-2025,West Bengal,Darjeeling,734008,26,25
01-03-2025,Rajasthan,Sirohi,307042,14,17
01-03-2025,Telangana,Mahabubnagar,509131,156,97
01-03-2025,Punjab,Bathinda,151509,433,872
01-03-2025,Gujarat,Jamnagar,360530,174,178
01-03-2025,Uttar Pradesh,Banda,210129,706,699
01-03-2025,Uttar Pradesh,Sant Ravidas Nagar,221406,136,154
01-03-2025,Uttar Pradesh,Mathura,281001,1154,528
01-03-2025,Madhya Pradesh,Datia,475675,437,342
01-03-2025,Gujarat,Amreli,365640,127,292
01-03-2025,Uttarakhand,Bageshwar,263635,80,246
01-03-2025,Jharkhand,Deoghar,814149,276,240
01-03-2025,Maharashtra,Solapur,413401,544,769
01-03-2025,Haryana,Bhiwani,127029,98,252
01-03-2025,Andhra Pradesh,Cuddapah,516484,61,11
01-03-2025,Kerala,Alappuzha,689505,20,42
01-03-2025,Punjab,Ludhiana,141013,281,344
01-03-2025,Uttar Pradesh,Azamgarh,276401,44,7
01-03-2025,Jammu and Kashmir,Baramula,193103,65,125
01-03-2025,Gujarat,Arvalli,383320,23,17
01-03-2025,Tamil Nadu,Cuddalore,608401,126,79
01-03-2025,Madhya Pradesh,Gwalior,474003,473,403
01-03-2025,Uttar Pradesh,Agra,283202,368,140
01-03-2025,Tamil Nadu,Sivaganga,630305,68,252
01-03-2025,Odisha,Jajapur,755012,39,109
01-03-2025,Karnataka,Vijayapura,586208,56,42
01-03-2025,Gujarat,Navsari,396475,45,36
01-03-2025,Karnataka,Shimoga,577413,28,76
01-03-2025,Maharashtra,Sangli,416414,32,43
01-03-2025,Kerala,Malappuram,676522,43,13
01-03-2025,Himachal Pradesh,Kangra,176026,31,53
01-03-2025,Uttar Pradesh,Unnao,229502,36,53
01-03-2025,Telangana,Wanaparthy,509381,37,65
01-03-2025,West Bengal,Howrah,711111,10,22
01-03-2025,Assam,Cachar,788121,13,13
01-03-2025,Telangana,Hyderabad,500091,30,35
01-03-2025,Jharkhand,Bokaro,827003,12,26
01-03-2025,West Bengal,Murshidabad,742229,20,11
01-03-2025,Uttar Pradesh,Chandauli,232107,333,134
01-03-2025,Delhi,Central Delhi,110008,633,1057
01-03-2025,Bihar,Nalanda,801307,102,185
01-03-2025,Maharashtra,Thane,421004,168,509
01-03-2025,Maharashtra,Nagpur,440035,367,735
01-03-2025,Uttar Pradesh,Hardoi,241405,338,136
01-03-2025,Andhra Pradesh,Vizianagaram,535558,427,238
01-03-2025,Maharashtra,Raigarh,402107,334,808
01-03-2025,Maharashtra,Pune,411038,271,578
01-03-2025,Karnataka,Raichur,584120,195,314
01-03-2025,Odisha,Kandhamal,762104,486,840
01-03-2025,Tamil Nadu,Tiruvallur,601205,416,80
01-03-2025,West Bengal,Malda,732205,128,153
01-03-2025,Tamil Nadu,Thiruvarur,614703,90,117
01-03-2025,Chhattisgarh,Raigarh,496111,76,289
01-03-2025,Gujarat,Kheda,387640,156,279
01-03-2025,Karnataka,Kalaburagi,585101,181,140
01-03-2025,Uttar Pradesh,Siddharthnagar,272195,292,119
01-03-2025,Kerala,Kasaragod,671551,102,102
01-03-2025,Uttar Pradesh,Chandauli,221008,121,60
01-03-2025,West Bengal,Jalpaiguri,735222,63,61
01-03-2025,Odisha,Angul,759105,56,91
01-03-2025,Jharkhand,Ramgarh,825316,117,86
01-03-2025,Telangana,Bhadradri Kothagudem,507117,79,130
01-03-2025,Andhra Pradesh,Krishna,521102,43,24
01-03-2025,Andhra Pradesh,Cuddapah,516503,152,55
01-03-2025,Pondicherry,Pondicherry,605010,23,101
01-03-2025,Tamil Nadu,Thiruvarur,612801,67,32
01-03-2025,Jammu and Kashmir,Jammu,181205,51,130
01-03-2025,West Bengal,Kolkata,700041,27,77
01-03-2025,Karnataka,Bellary,583128,52,68
01-03-2025,Kerala,Kozhikode,673305,27,31
01-03-2025,Odisha,Koraput,763002,52,22
01-03-2025,Kerala,Kozhikode,673631,162,192
01-03-2025,Punjab,Hoshiarpur,146114,29,48
01-03-2025,Assam,Karimganj,788713,17,39
01-03-2025,Tamil Nadu,Nagapattinam,609313,39,32
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515241,25,14
01-03-2025,Kerala,Palakkad,678011,13,19
01-03-2025,Chhattisgarh,Bilaspur,495115,10,71
01-03-2025,Karnataka,Tumakuru,572101,103,120
01-03-2025,Andhra Pradesh,Ananthapur,515767,86,18
01-03-2025,Assam,Jorhat,785636,13,6
01-03-2025,Tamil Nadu,Thiruvarur,612610,35,9
01-03-2025,Uttar Pradesh,Budaun,243621,10,25
01-03-2025,Karnataka,Udupi,576112,20,28
01-03-2025,Andhra Pradesh,Cuddapah,516175,200,85
01-03-2025,Jharkhand,Dhanbad,828302,88,170
01-03-2025,Maharashtra,Kolhapur,416551,81,242
01-03-2025,Bihar,Samastipur,848210,552,614
01-03-2025,Maharashtra,Bhandara,441915,101,194
01-03-2025,Uttar Pradesh,Muzaffarnagar,251201,1187,425
01-03-2025,Tamil Nadu,Tiruvannamalai,632315,244,114
01-03-2025,Madhya Pradesh,Tikamgarh,472337,759,468
01-03-2025,Rajasthan,Jaipur,303002,153,181
01-03-2025,Odisha,Sundergarh,770018,130,209
01-03-2025,Jammu and Kashmir,Kupwara,193222,506,698
01-03-2025,Andhra Pradesh,Visakhapatnam,531219,280,103
01-03-2025,Andhra Pradesh,West Godavari,534401,81,63
01-03-2025,Andhra Pradesh,Ananthapur,515641,117,29
01-03-2025,Odisha,Ganjam,761032,248,523
01-03-2025,Chhattisgarh,Raipur,492010,66,149
01-03-2025,Gujarat,Kheda,388235,408,292
01-03-2025,Tamil Nadu,Thoothukkudi,628722,161,64
01-03-2025,Uttar Pradesh,Varanasi,221107,310,351
01-03-2025,Karnataka,Bengaluru,560023,186,268
01-03-2025,Sikkim,East,737107,32,34
01-03-2025,Assam,Biswanath,784172,50,18
01-03-2025,Andhra Pradesh,Warangal,506252,10,28
01-03-2025,Kerala,Kannur,670613,43,54
01-03-2025,Tamil Nadu,Mayiladuthurai,609108,33,5
01-03-2025,Assam,Tinsukia,786145,16,12
01-03-2025,Uttar Pradesh,Bahraich,271865,2864,1016
01-03-2025,Uttar Pradesh,Faizabad,225402,873,156
01-03-2025,Bihar,Araria,854312,1421,1274
01-03-2025,Maharashtra,Pune,411060,101,160
01-03-2025,Punjab,Ludhiana,141014,210,275
01-03-2025,Karnataka,Bellary,583121,141,198
01-03-2025,Uttarakhand,Tehri Garhwal,249186,207,109
01-03-2025,Rajasthan,Alwar,301414,119,195
01-03-2025,West Bengal,Cooch Behar,736157,203,254
01-03-2025,Jharkhand,Dumka,816118,599,383
01-03-2025,Jammu and Kashmir,Baramula,193301,234,496
01-03-2025,Andhra Pradesh,Prakasam,523001,803,385
01-03-2025,Uttar Pradesh,Azamgarh,276141,403,257
01-03-2025,Gujarat,Kachchh,370240,236,142
01-03-2025,Himachal Pradesh,Mandi,175052,27,51
01-03-2025,Haryana,Kurukshetra,136119,306,717
01-03-2025,Punjab,Tarn Taran,143411,122,424
01-03-2025,Madhya Pradesh,Anuppur,484330,277,515
01-03-2025,Karnataka,Mysore,571301,43,99
01-03-2025,Bihar,Saran,841421,151,159
01-03-2025,Karnataka,Dharwad,580006,98,115
01-03-2025,Kerala,Palakkad,679302,47,63
01-03-2025,Kerala,Kasaragod,671552,64,117
01-03-2025,West Bengal,Murshidabad,742306,102,167
01-03-2025,Odisha,Nayagarh,752065,71,138
01-03-2025,Gujarat,Patan,384229,17,41
01-03-2025,Maharashtra,Pune,411012,94,214
01-03-2025,Haryana,Bhiwani,127030,120,160
01-03-2025,Karnataka,Belgaum,591201,55,92
01-03-2025,Karnataka,Hasan,573118,21,40
01-03-2025,Andhra Pradesh,Tirupati,517502,11,12
01-03-2025,Haryana,Panchkula,134114,20,27
01-03-2025,West Bengal,Purulia,723126,11,32
01-03-2025,Tamil Nadu,Thiruvarur,614020,101,40
01-03-2025,Assam,Cachar,788103,19,15
01-03-2025,Uttar Pradesh,Bulandshahr,203395,15,18
01-03-2025,Tamil Nadu,Krishnagiri,635002,142,68
01-03-2025,Tamil Nadu,Erode,638454,93,105
01-03-2025,Tamil Nadu,Thiruvallur,600053,13,18
01-03-2025,Chandigarh,Chandigarh,160012,20,27
01-03-2025,Sikkim,East Sikkim,737131,22,15
01-03-2025,Assam,Bongaigaon,783381,46,20
01-03-2025,Kerala,Kottayam,686581,19,22
01-03-2025,Gujarat,Surendra Nagar,363002,145,98
01-03-2025,Madhya Pradesh,Ratlam,457001,1673,2263
01-03-2025,Punjab,Hoshiarpur,144305,43,91
01-03-2025,Uttar Pradesh,Varanasi,221204,287,151
01-03-2025,Jammu and Kashmir,Punch,185111,592,1314
01-03-2025,Chhattisgarh,Gariyaband,493996,58,192
01-03-2025,Tamil Nadu,Tirunelveli,627808,332,420
01-03-2025,Gujarat,Narmada,393040,533,969
01-03-2025,Andhra Pradesh,West Godavari,534312,378,237
01-03-2025,Karnataka,Belagavi,591117,91,59
01-03-2025,West Bengal,Hooghly,712223,170,185
01-03-2025,Uttar Pradesh,Kanpur Nagar,208016,119,88
01-03-2025,Tamil Nadu,Coimbatore,641002,77,243
01-03-2025,Tamil Nadu,Cuddalore,605110,21,23
01-03-2025,Andhra Pradesh,Hyderabad,500028,68,377
01-03-2025,Andhra Pradesh,Guntur,522649,92,59
01-03-2025,Madhya Pradesh,Sehore,466554,106,304
01-03-2025,Odisha,Cuttack,754005,58,139
01-03-2025,Tamil Nadu,Thanjavur,613101,115,218
01-03-2025,Delhi,New Delhi,110001,181,159
01-03-2025,Madhya Pradesh,Datia,475685,114,183
01-03-2025,Gujarat,Valsad,396230,67,111
01-03-2025,Andhra Pradesh,Ananthapur,515672,260,74
01-03-2025,Bihar,Siwan,841234,150,200
01-03-2025,Haryana,Karnal,132040,124,305
01-03-2025,Gujarat,Bharuch,392012,106,128
01-03-2025,Andhra Pradesh,Srikakulam,535125,101,21
01-03-2025,Odisha,Kendrapara,754222,75,105
01-03-2025,Uttar Pradesh,Pilibhit,262302,87,52
01-03-2025,Maharashtra,Ahmadnagar,414605,33,40
01-03-2025,Uttar Pradesh,Moradabad,244411,50,51
01-03-2025,Andhra Pradesh,Cuddapah,516439,54,21
01-03-2025,Telangana,Siddipet,505466,11,16
01-03-2025,Jharkhand,Ramgarh,825330,22,20
01-03-2025,Tamil Nadu,Dindigul,624301,252,118
01-03-2025,Uttar Pradesh,Kheri,262906,671,230
01-03-2025,Punjab,Fatehgarh Sahib,147001,39,214
01-03-2025,Maharashtra,Akola,444407,105,578
01-03-2025,Gujarat,Banaskantha,385510,130,158
01-03-2025,Odisha,Koraput,764041,58,128
01-03-2025,Karnataka,Bangalore,560049,53,126
01-03-2025,Telangana,K.v. Rangareddy,500079,212,389
01-03-2025,Telangana,Suryapet,508204,109,158
01-03-2025,Uttar Pradesh,Jalaun,285203,554,223
01-03-2025,Rajasthan,Pratapgarh,327027,288,232
01-03-2025,Chhattisgarh,Raigarh,496116,334,600
01-03-2025,Maharashtra,Sindhudurg,416606,46,204
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,272164,149,140
01-03-2025,Tamil Nadu,Coimbatore,641031,78,351
01-03-2025,Odisha,Sundargarh,769001,29,90
01-03-2025,West Bengal,Paschim Medinipur,721155,55,56
01-03-2025,Uttar Pradesh,Kheri,262723,695,200
01-03-2025,Uttar Pradesh,Jaunpur,222141,207,221
01-03-2025,Assam,Nagaon,782450,52,84
01-03-2025,Andhra Pradesh,Visakhapatnam,531083,345,106
01-03-2025,Uttar Pradesh,Mainpuri,205261,242,133
01-03-2025,Gujarat,Vadodara,391135,83,460
01-03-2025,Karnataka,Kolar,563138,71,152
01-03-2025,Karnataka,Bijapur,586118,55,83
01-03-2025,Uttar Pradesh,Deoria,274501,176,177
01-03-2025,Maharashtra,Solapur,413410,36,86
01-03-2025,Tamil Nadu,Tirunelveli,627453,35,56
01-03-2025,Karnataka,Vijayapura,586115,174,76
01-03-2025,Kerala,Alappuzha,688523,27,78
01-03-2025,Jammu and Kashmir,Anantnag,192221,64,132
01-03-2025,Pondicherry,Pondicherry,605502,15,95
01-03-2025,Nagaland,Mokokchung,798604,20,91
01-03-2025,Madhya Pradesh,Bhind,477333,73,54
01-03-2025,Himachal Pradesh,Mandi,175011,85,67
01-03-2025,Meghalaya,East Khasi Hills,793008,32,46
01-03-2025,Maharashtra,Ratnagiri,415726,26,17
01-03-2025,Andhra Pradesh,Warangal,506314,32,81
01-03-2025,Maharashtra,Nagpur,441106,656,1503
01-03-2025,Maharashtra,Gondiya,441911,450,810
01-03-2025,Maharashtra,Amravati,444908,109,398
01-03-2025,Gujarat,Vadodara,390016,145,261
01-03-2025,Andhra Pradesh,Visakhapatnam,531115,305,92
01-03-2025,Madhya Pradesh,Rewa,486333,467,277
01-03-2025,Uttar Pradesh,Chitrakoot,210202,257,113
01-03-2025,Manipur,Senapati,795015,76,145
01-03-2025,Uttarakhand,Udham Singh Nagar,263152,238,281
01-03-2025,Odisha,Baleswar,756134,81,146
01-03-2025,Andhra Pradesh,Adilabad,504208,19,124
01-03-2025,Assam,Kamrup,781120,22,8
01-03-2025,Gujarat,Kachchh,370465,351,270
01-03-2025,Bihar,Bhojpur,841312,16,21
01-03-2025,Andhra Pradesh,Krishna,521213,148,63
01-03-2025,Maharashtra,Ahmadnagar,414501,82,347
01-03-2025,Himachal Pradesh,Hamirpur,176110,51,74
01-03-2025,Maharashtra,Sindhudurg,416515,15,18
01-03-2025,Punjab,Kapurthala,144628,120,439
01-03-2025,Punjab,Sri Muktsar Sahib,152032,187,435
01-03-2025,Tamil Nadu,Tiruvannamalai,632326,93,70
01-03-2025,Tamil Nadu,Tenkasi,627857,17,13
01-03-2025,Jharkhand,Seraikela-kharsawan,833216,47,88
01-03-2025,Tamil Nadu,Kanniyakumari,629601,14,109
01-03-2025,Andhra Pradesh,Ananthapur,515402,106,23
01-03-2025,West Bengal,Howrah,711409,61,133
01-03-2025,Uttar Pradesh,Ayodhya,224164,11,15
01-03-2025,Uttar Pradesh,Ballia,277301,68,54
01-03-2025,Tamil Nadu,Sivaganga,623402,68,33
01-03-2025,Chhattisgarh,Durg,490001,136,400
01-03-2025,Bihar,Aurangabad,824112,370,433
01-03-2025,Uttar Pradesh,Kaushambi,212206,803,181
01-03-2025,Maharashtra,Yavatmal,445301,246,610
01-03-2025,Tamil Nadu,Namakkal,637021,222,83
01-03-2025,Telangana,Mahabubnagar,509340,126,134
01-03-2025,Maharashtra,Nandurbar,425444,358,485
01-03-2025,West Bengal,Howrah,711412,46,84
01-03-2025,Rajasthan,Bharatpur,321408,133,185
01-03-2025,Tamil Nadu,Theni,625530,175,195
01-03-2025,Bihar,Khagaria,852161,750,730
01-03-2025,Odisha,Nayagarh,752091,151,245
01-03-2025,Rajasthan,Dausa,321613,69,153
01-03-2025,Uttar Pradesh,Etawah,206131,168,140
01-03-2025,Rajasthan,Jodhpur,342605,191,246
01-03-2025,Assam,Cachar,788099,61,47
01-03-2025,Andhra Pradesh,Guntur,522603,207,104
01-03-2025,Andhra Pradesh,Cuddapah,516162,97,53
01-03-2025,Uttar Pradesh,Jhansi,284302,106,44
01-03-2025,Andhra Pradesh,Kurnool,518308,373,106
01-03-2025,Uttar Pradesh,Fatehpur,212653,160,298
01-03-2025,Rajasthan,Karauli,322218,142,201
01-03-2025,Tamil Nadu,Salem,636401,219,67
01-03-2025,Assam,Baksa,781367,56,65
01-03-2025,Gujarat,Patan,384225,63,112
01-03-2025,West Bengal,Paschim Bardhaman,713337,11,33
01-03-2025,West Bengal,Hooghly,712311,56,119
01-03-2025,Odisha,Baudh,762030,13,209
01-03-2025,Telangana,Karimnagar,505129,33,36
01-03-2025,West Bengal,Uttar Dinajpur,733213,20,53
01-03-2025,Punjab,Rupnagar,140102,41,170
01-03-2025,Uttarakhand,Pauri Garhwal,246164,24,52
01-03-2025,Gujarat,Surat,394320,35,63
01-03-2025,Andhra Pradesh,Krishna,521247,49,40
01-03-2025,Andhra Pradesh,Nellore,524316,32,55
01-03-2025,Karnataka,Ballari,583124,42,31
01-03-2025,Tamil Nadu,Ariyalur,612901,170,101
01-03-2025,Telangana,Nizamabad,503001,532,535
01-03-2025,Karnataka,Ramanagar,561101,39,66
01-03-2025,Uttarakhand,Udham Singh Nagar,262308,548,631
01-03-2025,Uttar Pradesh,Shamli,251305,578,122
01-03-2025,Odisha,Baleswar,756040,153,120
01-03-2025,Maharashtra,Pune,411025,30,58
01-03-2025,Tamil Nadu,Tiruppur,641662,134,198
01-03-2025,Uttar Pradesh,Siddharthnagar,272192,1272,580
01-03-2025,Karnataka,Bangalore,560017,28,125
01-03-2025,Andhra Pradesh,Vizianagaram,532168,15,12
01-03-2025,Punjab,Tarn Taran,143201,61,92
01-03-2025,Gujarat,Narmada,393130,95,144
01-03-2025,Andhra Pradesh,Chittoor,517590,278,142
01-03-2025,West Bengal,South 24 Parganas,700146,22,39
01-03-2025,Gujarat,Surat,394310,107,127
01-03-2025,Kerala,Thrissur,680586,112,160
01-03-2025,Madhya Pradesh,Rewa,486448,430,270
01-03-2025,Himachal Pradesh,Kullu,175134,77,126
01-03-2025,Jharkhand,Purbi Singhbhum,831001,44,176
01-03-2025,Assam,Kamrup Metro,781023,64,63
01-03-2025,Telangana,K.v. Rangareddy,509358,27,41
01-03-2025,Madhya Pradesh,Agar Malwa,465550,69,77
01-03-2025,Assam,Kamrup Metro,781020,79,23
01-03-2025,Karnataka,Haveri,581145,53,57
01-03-2025,Telangana,Siddipet,502108,20,29
01-03-2025,Chhattisgarh,Dakshin Bastar Dantewada,494552,34,91
01-03-2025,West Bengal,Nadia,741251,24,24
01-03-2025,West Bengal,Purba Medinipur,721447,26,40
01-03-2025,Himachal Pradesh,Kangra,176081,32,39
01-03-2025,Tamil Nadu,Thiruvarur,609502,28,20
01-03-2025,Jharkhand,Dhanbad,828130,132,397
01-03-2025,Madhya Pradesh,Chhindwara,480001,720,1553
01-03-2025,Uttarakhand,Rudraprayag,246475,120,249
01-03-2025,West Bengal,Uttar Dinajpur,733128,185,229
01-03-2025,Kerala,Kottayam,686103,23,42
01-03-2025,Jharkhand,Simdega,835223,644,1088
01-03-2025,Uttar Pradesh,Deoria,274502,388,376
01-03-2025,Telangana,K.v. Rangareddy,501121,76,130
01-03-2025,Uttar Pradesh,Ghaziabad,201010,304,321
01-03-2025,West Bengal,South 24 Parganas,743513,178,218
01-03-2025,West Bengal,Paschim Bardhaman,713341,10,13
01-03-2025,Maharashtra,Hingoli,431705,351,860
01-03-2025,Maharashtra,Beed,431129,145,391
01-03-2025,Maharashtra,Satara,415103,85,158
01-03-2025,Bihar,Samastipur,848115,151,214
01-03-2025,Tamil Nadu,Vellore,632510,68,61
01-03-2025,Uttar Pradesh,Saharanpur,247662,502,222
01-03-2025,Uttar Pradesh,Fatehpur,212658,190,262
01-03-2025,Kerala,Kannur,670003,65,112
01-03-2025,Uttar Pradesh,Rae Bareli,229212,183,104
01-03-2025,West Bengal,Jalpaiguri,735221,46,98
01-03-2025,Telangana,Adilabad,504110,48,97
01-03-2025,Jharkhand,Purbi Singhbhum,831009,76,199
01-03-2025,Gujarat,Bhavnagar,364110,51,83
01-03-2025,Karnataka,Davangere,577552,83,96
01-03-2025,Maharashtra,Jalna,431007,23,30
01-03-2025,Andhra Pradesh,Khammam,507169,12,37
01-03-2025,Karnataka,Hassan,573124,54,21
01-03-2025,Karnataka,Vijayanagara,583135,67,56
01-03-2025,West Bengal,Malda,732141,46,68
01-03-2025,Rajasthan,Baran,325206,92,132
01-03-2025,Jharkhand,Hazaribagh,829125,31,30
01-03-2025,Himachal Pradesh,Kangra,176073,19,11
01-03-2025,Maharashtra,Nagpur,440002,265,715
01-03-2025,Punjab,Tarn Taran,143407,52,253
01-03-2025,Karnataka,Davangere,577004,217,465
01-03-2025,Uttar Pradesh,Varanasi,221201,219,118
01-03-2025,Uttar Pradesh,Pilibhit,262124,301,194
01-03-2025,Rajasthan,Baran,325217,436,861
01-03-2025,Madhya Pradesh,Sidhi,486666,957,988
01-03-2025,Bihar,Aurangabad,824121,249,416
01-03-2025,Madhya Pradesh,Mandla,481663,66,125
01-03-2025,Himachal Pradesh,Mandi,175042,22,28
01-03-2025,Maharashtra,Pune,413801,431,628
01-03-2025,Rajasthan,Jaipur,302028,345,544
01-03-2025,Madhya Pradesh,Damoh,470663,484,723
01-03-2025,Haryana,Sonipat,131102,61,175
01-03-2025,Jammu and Kashmir,Kathua,184104,70,230
01-03-2025,Andhra Pradesh,Warangal,506142,27,87
01-03-2025,Gujarat,Kachchh,370510,367,286
01-03-2025,Odisha,Cuttack,754209,144,309
01-03-2025,Tamil Nadu,Salem,637107,188,55
01-03-2025,Uttar Pradesh,Varanasi,221112,154,74
01-03-2025,Odisha,Balangir,767048,46,117
01-03-2025,Andhra Pradesh,Guntur,522237,128,85
01-03-2025,Goa,North Goa,403503,55,68
01-03-2025,Karnataka,Tumakuru,572175,26,11
01-03-2025,Telangana,Suryapet,508279,15,22
01-03-2025,Karnataka,Uttara Kannada,581345,11,21
01-03-2025,Gujarat,Anand,388543,21,11
01-03-2025,Gujarat,Mahesana,382870,234,314
01-03-2025,Haryana,Kurukshetra,136132,230,714
01-03-2025,Bihar,Gaya,823002,301,346
01-03-2025,Bihar,Purnia,854337,654,524
01-03-2025,Bihar,Patna,803212,453,340
01-03-2025,Maharashtra,Mumbai Suburban,400072,441,437
01-03-2025,Gujarat,Kheda,387650,62,147
01-03-2025,Uttarakhand,Dehradun,248142,101,190
01-03-2025,Maharashtra,Aurangabad,431133,354,580
01-03-2025,Punjab,Amritsar,143109,159,513
01-03-2025,Gujarat,Anand,388620,362,475
01-03-2025,Karnataka,Belgaum,591220,122,164
01-03-2025,Telangana,Khammam,507123,118,58
01-03-2025,Tamil Nadu,Salem,637502,377,257
01-03-2025,Himachal Pradesh,Una,174301,164,224
